1557.79, 3421.1
2000, 3421.1
2442.21, 3421.1
2221.1, 3200
3421.1, 2442.21
3421.1, 2000
3421.1, 1557.79
3200, 1778.9
2442.21, 578.895
2000, 578.895
1557.79, 578.895
1778.9, 800
578.895, 1557.79
578.895, 2000
578.895, 2442.21
800, 2221.1
